miner_uid,asset,prompt_score,scored_time,crps
254,BTC,0.0,2025-11-20 00:31:00+00:00,4475.095383182792
142,BTC,80.90360866602077,2025-11-20 00:31:00+00:00,4555.998991848813
201,BTC,98.18568577235963,2025-11-20 00:31:00+00:00,4573.281068955152
236,BTC,98.23845372020789,2025-11-20 00:31:00+00:00,4573.333836903
230,BTC,98.2675501054282,2025-11-20 00:31:00+00:00,4573.36293328822
60,BTC,100.05839784367436,2025-11-20 00:31:00+00:00,4575.153781026466
168,BTC,101.73554428620082,2025-11-20 00:31:00+00:00,4576.830927468993
28,BTC,101.81001384629964,2025-11-20 00:31:00+00:00,4576.905397029092
106,BTC,102.59014975635,2025-11-20 00:31:00+00:00,4577.685532939142
10,BTC,102.8489293434186,2025-11-20 00:31:00+00:00,4577.9443125262105
148,BTC,102.9819626788003,2025-11-20 00:31:00+00:00,4578.077345861592
11,BTC,103.8589213939058,2025-11-20 00:31:00+00:00,4578.954304576698
134,BTC,104.88921641404976,2025-11-20 00:31:00+00:00,4579.984599596842
211,BTC,107.19491824366742,2025-11-20 00:31:00+00:00,4582.290301426459
29,BTC,140.9763035670967,2025-11-20 00:31:00+00:00,4616.071686749889
154,BTC,97.13930627455466,2025-11-20 00:31:00+00:00,4572.234689457347
251,BTC,109.0003175032225,2025-11-20 00:31:00+00:00,4584.095700686014
199,BTC,109.21495412105742,2025-11-20 00:31:00+00:00,4584.310337303849
242,BTC,109.24346027036064,2025-11-20 00:31:00+00:00,4584.338843453153
5,BTC,109.46975379698416,2025-11-20 00:31:00+00:00,4584.565136979776
88,BTC,109.99700212601692,2025-11-20 00:31:00+00:00,4585.092385308809
115,BTC,112.16138081238842,2025-11-20 00:31:00+00:00,4587.25676399518
15,BTC,118.21628598792358,2025-11-20 00:31:00+00:00,4593.311669170716
24,BTC,118.42648490841292,2025-11-20 00:31:00+00:00,4593.521868091205
241,BTC,118.76486450805078,2025-11-20 00:31:00+00:00,4593.860247690843
222,BTC,123.07532835511849,2025-11-20 00:31:00+00:00,4598.17071153791
62,BTC,127.41485846464002,2025-11-20 00:31:00+00:00,4602.510241647432
68,BTC,131.91892390311205,2025-11-20 00:31:00+00:00,4607.014307085904
89,BTC,137.56377564306968,2025-11-20 00:31:00+00:00,4612.659158825862
232,BTC,108.54039582517998,2025-11-20 00:31:00+00:00,4583.635779007972
219,BTC,108.81297722458568,2025-11-20 00:31:00+00:00,4583.908360407378
73,BTC,96.93739297418506,2025-11-20 00:31:00+00:00,4572.032776156977
52,BTC,91.17277391514564,2025-11-20 00:31:00+00:00,4566.268157097938
7,BTC,87.1896449384285,2025-11-20 00:31:00+00:00,4562.28502812122
36,BTC,87.22218740631342,2025-11-20 00:31:00+00:00,4562.317570589105
243,BTC,87.3878987088483,2025-11-20 00:31:00+00:00,4562.48328189164
209,BTC,87.49098123965632,2025-11-20 00:31:00+00:00,4562.586364422448
195,BTC,87.71894286860243,2025-11-20 00:31:00+00:00,4562.814326051394
97,BTC,87.7773661154215,2025-11-20 00:31:00+00:00,4562.872749298213
81,BTC,88.30744554970715,2025-11-20 00:31:00+00:00,4563.402828732499
234,BTC,88.46329924246038,2025-11-20 00:31:00+00:00,4563.558682425252
237,BTC,96.26835788498649,2025-11-20 00:31:00+00:00,4571.363741067778
253,BTC,94.9199268954344,2025-11-20 00:31:00+00:00,4570.015310078226
75,BTC,89.24409688744436,2025-11-20 00:31:00+00:00,4564.339480070236
157,BTC,89.34217454398276,2025-11-20 00:31:00+00:00,4564.437557726775
226,BTC,89.99622892100251,2025-11-20 00:31:00+00:00,4565.091612103794
239,BTC,90.5221138629422,2025-11-20 00:31:00+00:00,4565.617497045734
56,BTC,85.46887917168988,2025-11-20 00:31:00+00:00,4560.564262354482
171,BTC,91.64824570306337,2025-11-20 00:31:00+00:00,4566.743628885855
79,BTC,91.8518025134963,2025-11-20 00:31:00+00:00,4566.947185696288
35,BTC,92.0043269552134,2025-11-20 00:31:00+00:00,4567.099710138005
70,BTC,92.00475622285649,2025-11-20 00:31:00+00:00,4567.100139405648
57,BTC,92.04901206422164,2025-11-20 00:31:00+00:00,4567.144395247014
214,BTC,93.10231531487352,2025-11-20 00:31:00+00:00,4568.197698497665
91,BTC,93.37113721830156,2025-11-20 00:31:00+00:00,4568.4665204010935
173,BTC,94.74085609905524,2025-11-20 00:31:00+00:00,4569.836239281847
144,BTC,88.9468856044341,2025-11-20 00:31:00+00:00,4564.042268787226
231,BTC,88.63540925689449,2025-11-20 00:31:00+00:00,4563.730792439686
194,BTC,84.78238515832618,2025-11-20 00:31:00+00:00,4559.877768341118
145,BTC,84.98931170271771,2025-11-20 00:31:00+00:00,4560.08469488551
240,BTC,85.03989597879718,2025-11-20 00:31:00+00:00,4560.135279161589
40,BTC,85.34374849150026,2025-11-20 00:31:00+00:00,4560.439131674292
19,BTC,50.0037778768401,2025-11-20 00:31:00+00:00,4525.099161059632
255,BTC,17.912704714352003,2025-11-20 00:31:00+00:00,4493.008087897144
247,BTC,161.81788524609328,2025-11-20 00:31:00+00:00,4636.913268428885
