miner_uid,asset,prompt_score,scored_time,crps
177,XAU,0.0,2025-11-20 01:18:00+00:00,1963.8256266459332
227,XAU,123.24347857709313,2025-11-20 01:18:00+00:00,2087.0691052230263
110,XAU,123.55336425721293,2025-11-20 01:18:00+00:00,2087.378990903146
172,XAU,123.5598690236368,2025-11-20 01:18:00+00:00,2087.38549566957
200,XAU,123.65619791901122,2025-11-20 01:18:00+00:00,2087.4818245649444
165,XAU,123.90122122215712,2025-11-20 01:18:00+00:00,2087.7268478680903
183,XAU,124.23857800044448,2025-11-20 01:18:00+00:00,2088.0642046463777
23,XAU,124.40221133875525,2025-11-20 01:18:00+00:00,2088.2278379846884
98,XAU,124.42664843763419,2025-11-20 01:18:00+00:00,2088.2522750835674
137,XAU,124.88777090892177,2025-11-20 01:18:00+00:00,2088.713397554855
103,XAU,124.89088499208924,2025-11-20 01:18:00+00:00,2088.7165116380224
187,XAU,124.95565514789337,2025-11-20 01:18:00+00:00,2088.7812817938266
141,XAU,125.6001914494775,2025-11-20 01:18:00+00:00,2089.4258180954107
118,XAU,125.64339745097845,2025-11-20 01:18:00+00:00,2089.4690240969117
156,XAU,123.19590347505414,2025-11-20 01:18:00+00:00,2087.0215301209873
13,XAU,125.68474335824044,2025-11-20 01:18:00+00:00,2089.5103700041736
238,XAU,125.90542821681333,2025-11-20 01:18:00+00:00,2089.7310548627465
46,XAU,126.01298591203317,2025-11-20 01:18:00+00:00,2089.8386125579664
220,XAU,126.0158980793633,2025-11-20 01:18:00+00:00,2089.8415247252965
16,XAU,126.2993362559962,2025-11-20 01:18:00+00:00,2090.1249629019294
181,XAU,126.47337227343519,2025-11-20 01:18:00+00:00,2090.2989989193684
184,XAU,127.4430062324443,2025-11-20 01:18:00+00:00,2091.2686328783775
37,XAU,127.65683902554042,2025-11-20 01:18:00+00:00,2091.4824656714736
174,XAU,127.8407069644029,2025-11-20 01:18:00+00:00,2091.666333610336
63,XAU,127.96383810952989,2025-11-20 01:18:00+00:00,2091.789464755463
74,XAU,127.99000982960638,2025-11-20 01:18:00+00:00,2091.8156364755396
6,XAU,127.99818396147953,2025-11-20 01:18:00+00:00,2091.8238106074127
129,XAU,128.3339151108746,2025-11-20 01:18:00+00:00,2092.159541756808
111,XAU,128.37357608716434,2025-11-20 01:18:00+00:00,2092.1992027330975
233,XAU,125.89680325733912,2025-11-20 01:18:00+00:00,2089.7224299032723
138,XAU,128.51228312190574,2025-11-20 01:18:00+00:00,2092.337909767839
90,XAU,122.96981149482349,2025-11-20 01:18:00+00:00,2086.7954381407567
71,XAU,122.92763535036488,2025-11-20 01:18:00+00:00,2086.753261996298
81,XAU,98.74871752396416,2025-11-20 01:18:00+00:00,2062.5743441698974
